PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Taurean Prince	MIL	MIL @ IND	12/31/2024	W	25	9	4	9	44.4	1	4	25.0	0	1	0.0	1	2	3	2	2	0	1	3	16	20.6
Andre Jackson Jr.	MIL	MIL @ IND	12/31/2024	W	12	4	2	3	66.7	0	0	-	0	0	-	0	2	2	0	0	0	0	3	-6	6.4
Bobby Portis	MIL	MIL @ IND	12/31/2024	W	31	14	6	14	42.9	0	2	0.0	2	2	100	4	11	15	3	2	0	0	0	15	42.5
Gary Trent Jr.	MIL	MIL @ IND	12/31/2024	W	29	14	5	9	55.6	4	5	80.0	0	0	-	0	2	2	1	2	0	0	1	5	23.9
AJ Green	MIL	MIL @ IND	12/31/2024	W	16	9	3	6	50.0	3	6	50.0	0	0	-	1	1	2	1	0	0	0	5	8	12.9
Khris Middleton	MIL	MIL @ IND	12/31/2024	W	31	15	4	11	36.4	1	4	25.0	6	6	100	2	4	6	7	0	0	4	4	2	28.7
Andre Jackson Jr.	MIL	MIL @ CHI	12/28/2024	L	23	0	0	3	0.0	0	1	0.0	0	0	-	1	0	1	1	0	0	0	0	-2	2.7
Bobby Portis	MIL	MIL @ CHI	12/28/2024	L	34	14	5	17	29.4	2	7	28.6	2	2	100	3	6	9	4	2	1	1	3	-4	38.8
Khris Middleton	MIL	MIL @ CHI	12/28/2024	L	28	21	8	15	53.3	4	6	66.7	1	1	100	0	6	6	4	0	0	2	4	-4	32.2
Brook Lopez	MIL	MIL @ CHI	12/28/2024	L	38	22	9	22	40.9	3	11	27.3	1	1	100	1	6	7	3	0	3	0	2	-4	43.9
Taurean Prince	MIL	MIL @ CHI	12/28/2024	L	20	6	3	8	37.5	0	3	0.0	0	0	-	0	3	3	0	0	0	1	1	-1	8.6
Gary Trent Jr.	MIL	MIL @ CHI	12/28/2024	L	17	7	3	8	37.5	1	4	25.0	0	0	-	0	2	2	1	1	0	2	1	-7	11.9
AJ Green	MIL	MIL @ CHI	12/28/2024	L	24	5	2	4	50.0	1	3	33.3	0	0	-	0	2	2	1	0	1	1	1	-2	10.9
Ryan Rollins	MIL	MIL @ CHI	12/28/2024	L	21	7	3	6	50.0	1	1	100	0	0	-	0	7	7	1	1	2	0	2	3	25.9
Damian Lillard	MIL	MIL @ CHI	12/28/2024	L	35	29	8	19	42.1	3	9	33.3	10	10	100	1	5	6	12	2	0	0	2	-4	60.2
Khris Middleton	MIL	MIL vs. BKN	12/26/2024	L	26	21	8	13	61.5	3	6	50.0	2	3	66.7	0	5	5	5	1	0	7	4	-9	30.5
Bobby Portis	MIL	MIL vs. BKN	12/26/2024	L	35	18	7	16	43.8	0	4	0.0	4	4	100	2	6	8	4	2	0	4	3	-16	35.6
Ryan Rollins	MIL	MIL vs. BKN	12/26/2024	L	29	7	3	7	42.9	1	5	20.0	0	0	-	2	2	4	3	3	1	4	4	-12	24.3
AJ Green	MIL	MIL vs. BKN	12/26/2024	L	29	8	3	8	37.5	2	7	28.6	0	0	-	1	5	6	2	0	0	0	1	2	18.2
Gary Trent Jr.	MIL	MIL vs. BKN	12/26/2024	L	22	14	6	10	60.0	2	2	100	0	0	-	0	3	3	0	3	0	3	0	3	23.6
Taurean Prince	MIL	MIL vs. BKN	12/26/2024	L	23	9	3	9	33.3	3	6	50.0	0	2	0.0	0	3	3	0	0	0	1	2	5	11.6
Delon Wright	MIL	MIL vs. BKN	12/26/2024	L	18	0	0	3	0.0	0	3	0.0	0	0	-	0	0	0	5	1	0	1	1	5	9.5
Brook Lopez	MIL	MIL vs. BKN	12/26/2024	L	34	20	8	12	66.7	4	5	80.0	0	0	-	2	5	7	2	2	2	1	2	-8	42.4
Andre Jackson Jr.	MIL	MIL vs. BKN	12/26/2024	L	23	8	3	5	60.0	0	0	-	2	3	66.7	1	2	3	2	0	0	1	1	0	13.6
AJ Green	MIL	MIL @ CHI	12/23/2024	W	25	10	3	8	37.5	1	5	20.0	3	3	100	0	2	2	3	0	0	1	1	18	15.9
Gary Trent Jr.	MIL	MIL @ CHI	12/23/2024	W	17	14	5	10	50.0	4	6	66.7	0	0	-	1	3	4	0	1	0	0	2	16	21.8
Taurean Prince	MIL	MIL @ CHI	12/23/2024	W	23	4	1	7	14.3	0	5	0.0	2	2	100	1	4	5	2	1	0	2	1	10	14.0
Delon Wright	MIL	MIL @ CHI	12/23/2024	W	26	9	3	6	50.0	2	4	50.0	1	2	50.0	1	3	4	5	2	0	2	2	20	25.3
Brook Lopez	MIL	MIL @ CHI	12/23/2024	W	36	21	7	12	58.3	3	6	50.0	4	4	100	1	1	2	1	0	0	0	1	14	24.9
Andre Jackson Jr.	MIL	MIL @ CHI	12/23/2024	W	23	4	1	2	50.0	1	1	100	1	2	50.0	1	4	5	1	0	0	0	1	3	11.5
Khris Middleton	MIL	MIL @ CHI	12/23/2024	W	23	21	9	15	60.0	3	5	60.0	0	0	-	0	5	5	5	1	0	4	2	15	33.5
Bobby Portis	MIL	MIL @ CHI	12/23/2024	W	32	19	7	18	38.9	2	6	33.3	3	4	75.0	1	12	13	6	0	0	1	3	15	42.6
Ryan Rollins	MIL	MIL @ CHI	12/23/2024	W	22	8	3	6	50.0	2	3	66.7	0	0	-	0	5	5	1	2	1	2	2	1	22.5
AJ Green	MIL	MIL vs. WAS	12/21/2024	W	31	6	2	7	28.6	2	6	33.3	0	0	-	0	4	4	6	2	0	0	1	-1	25.8
Bobby Portis	MIL	MIL vs. WAS	12/21/2024	W	32	34	14	21	66.7	6	9	66.7	0	0	-	2	8	10	8	3	1	2	1	6	68.0
Gary Trent Jr.	MIL	MIL vs. WAS	12/21/2024	W	31	15	6	16	37.5	3	10	30.0	0	0	-	1	6	7	2	2	1	1	3	-2	34.4
Taurean Prince	MIL	MIL vs. WAS	12/21/2024	W	24	4	2	6	33.3	0	2	0.0	0	0	-	0	3	3	2	2	0	1	3	-20	15.6
Delon Wright	MIL	MIL vs. WAS	12/21/2024	W	17	2	0	4	0.0	0	1	0.0	2	2	100	2	1	3	1	1	0	1	0	21	9.1
Brook Lopez	MIL	MIL vs. WAS	12/21/2024	W	31	14	6	14	42.9	2	5	40.0	0	0	-	0	1	1	1	0	0	1	0	18	15.7
Andre Jackson Jr.	MIL	MIL vs. WAS	12/21/2024	W	18	5	2	5	40.0	1	3	33.3	0	0	-	4	3	7	5	0	0	1	4	16	19.9
Ryan Rollins	MIL	MIL vs. WAS	12/21/2024	W	31	14	5	10	50.0	2	5	40.0	2	3	66.7	0	3	3	2	1	0	3	1	-10	20.6
Khris Middleton	MIL	MIL vs. WAS	12/21/2024	W	24	18	7	14	50.0	4	6	66.7	0	0	-	1	5	6	8	1	0	1	1	31	39.2
MarJon Beauchamp	MIL	MIL @ CLE	12/20/2024	L	12	8	3	4	75.0	1	1	100	1	2	50.0	0	4	4	1	0	0	3	1	4	11.3
Ryan Rollins	MIL	MIL @ CLE	12/20/2024	L	12	9	4	7	57.1	1	2	50.0	0	0	-	0	0	0	2	3	0	0	0	4	21.0
Gary Trent Jr.	MIL	MIL @ CLE	12/20/2024	L	18	8	3	5	60.0	1	3	33.3	1	1	100	0	1	1	0	1	0	1	0	-20	11.2
Bobby Portis	MIL	MIL @ CLE	12/20/2024	L	20	9	4	9	44.4	1	2	50.0	0	0	-	1	2	3	2	1	0	1	4	-20	17.6
Pat Connaughton	MIL	MIL @ CLE	12/20/2024	L	13	3	1	1	100	1	1	100	0	0	-	0	1	1	0	0	0	0	1	-4	4.2
Andre Jackson Jr.	MIL	MIL @ CLE	12/20/2024	L	15	0	0	5	0.0	0	4	0.0	0	0	-	1	1	2	1	0	0	1	0	-16	2.9
AJ Green	MIL	MIL @ CLE	12/20/2024	L	17	0	0	4	0.0	0	3	0.0	0	0	-	0	1	1	4	1	1	0	1	-20	13.2
Taurean Prince	MIL	MIL @ CLE	12/20/2024	L	25	5	2	4	50.0	1	3	33.3	0	0	-	1	2	3	2	1	0	4	2	-19	10.6
Delon Wright	MIL	MIL @ CLE	12/20/2024	L	17	2	1	4	25.0	0	2	0.0	0	0	-	1	1	2	2	2	0	1	2	5	12.4
Giannis Antetokounmpo	MIL	MIL @ CLE	12/20/2024	L	30	33	13	22	59.1	1	1	100	6	10	60.0	2	12	14	3	3	0	5	2	-19	58.3
Khris Middleton	MIL	MIL @ CLE	12/20/2024	L	19	14	5	12	41.7	1	2	50.0	3	5	60.0	1	2	3	3	0	0	2	2	-6	20.1
Brook Lopez	MIL	MIL @ CLE	12/20/2024	L	24	10	4	6	66.7	2	3	66.7	0	0	-	2	4	6	1	0	2	1	1	-21	23.7
Brook Lopez	MIL	MIL @ ATL	12/14/2024	W	33	16	7	10	70.0	2	5	40.0	0	0	-	0	3	3	1	0	2	1	2	21	26.1
Giannis Antetokounmpo	MIL	MIL @ ATL	12/14/2024	W	38	32	10	15	66.7	0	0	-	12	18	66.7	1	13	14	9	1	4	1	1	3	76.3
Bobby Portis	MIL	MIL @ ATL	12/14/2024	W	23	10	5	10	50.0	0	3	0.0	0	0	-	1	8	9	2	0	1	0	2	-5	26.8
Damian Lillard	MIL	MIL @ ATL	12/14/2024	W	37	25	8	21	38.1	5	14	35.7	4	5	80.0	0	6	6	7	3	0	2	3	5	49.7
Gary Trent Jr.	MIL	MIL @ ATL	12/14/2024	W	22	1	0	5	0.0	0	4	0.0	1	2	50.0	0	1	1	0	0	0	0	2	8	2.2
AJ Green	MIL	MIL @ ATL	12/14/2024	W	19	9	3	6	50.0	3	6	50.0	0	0	-	0	1	1	1	0	0	2	6	6	9.7
Taurean Prince	MIL	MIL @ ATL	12/14/2024	W	20	6	2	8	25.0	2	7	28.6	0	0	-	1	2	3	0	1	0	2	2	6	10.6
