PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Isaiah Joe	OKC	OKC vs. LAC	11/11/2024	W	31	12	5	12	41.7	2	8	25.0	0	0	-	2	1	3	3	3	1	0	1	8	32.1
Aaron Wiggins	OKC	OKC vs. LAC	11/11/2024	W	29	10	4	6	66.7	2	4	50.0	0	0	-	2	2	4	4	0	1	1	1	17	22.8
Jalen Williams	OKC	OKC vs. LAC	11/11/2024	W	35	28	11	16	68.8	2	3	66.7	4	4	100	2	6	8	6	2	0	2	4	5	50.6
Alex Caruso	OKC	OKC vs. LAC	11/11/2024	W	20	12	4	7	57.1	2	5	40.0	2	2	100	1	1	2	0	1	1	1	5	-12	19.4
Luguentz Dort	OKC	OKC vs. LAC	11/11/2024	W	35	19	7	14	50.0	4	8	50.0	1	1	100	0	2	2	1	2	0	3	5	6	25.9
Shai Gilgeous-Alexander	OKC	OKC vs. LAC	11/11/2024	W	39	45	13	21	61.9	4	8	50.0	15	16	93.8	0	3	3	9	5	2	1	3	8	82.1
Ajay Mitchell	OKC	OKC vs. GSW	11/10/2024	L	21	12	5	9	55.6	0	1	0.0	2	2	100	0	2	2	1	1	0	1	1	5	17.9
Dillon Jones	OKC	OKC vs. GSW	11/10/2024	L	15	4	2	4	50.0	0	1	0.0	0	2	0.0	4	2	6	2	0	0	1	1	1	13.2
Cason Wallace	OKC	OKC vs. GSW	11/10/2024	L	30	16	6	10	60.0	2	2	100	2	2	100	1	1	2	0	0	0	0	2	-3	18.4
Ousmane Dieng	OKC	OKC vs. GSW	11/10/2024	L	11	2	1	5	20.0	0	2	0.0	0	0	-	2	2	4	2	0	0	0	2	4	9.8
Isaiah Joe	OKC	OKC vs. GSW	11/10/2024	L	23	10	3	7	42.9	3	6	50.0	1	1	100	1	3	4	2	0	0	0	2	8	17.8
Aaron Wiggins	OKC	OKC vs. GSW	11/10/2024	L	18	9	3	8	37.5	3	4	75.0	0	0	-	1	1	2	3	0	0	1	2	-18	14.9
Jalen Williams	OKC	OKC vs. GSW	11/10/2024	L	31	20	9	15	60.0	0	2	0.0	2	2	100	1	2	3	4	1	4	4	2	-19	40.6
Alex Caruso	OKC	OKC vs. GSW	11/10/2024	L	22	3	1	5	20.0	0	3	0.0	1	2	50.0	2	1	3	4	1	0	0	2	-17	15.6
Shai Gilgeous-Alexander	OKC	OKC vs. GSW	11/10/2024	L	34	24	6	17	35.3	0	2	0.0	12	14	85.7	1	4	5	4	0	1	4	0	-11	35.0
Luguentz Dort	OKC	OKC vs. GSW	11/10/2024	L	30	16	6	11	54.5	3	8	37.5	1	1	100	1	5	6	3	1	1	0	4	-9	33.7
Jalen Williams	OKC	OKC vs. HOU	11/08/2024	W	32	14	7	11	63.6	0	1	0.0	0	0	-	0	5	5	3	0	1	3	3	21	24.5
Chet Holmgren	OKC	OKC vs. HOU	11/08/2024	W	29	29	8	14	57.1	4	6	66.7	9	10	90.0	1	4	5	1	0	3	1	1	16	44.5
Aaron Wiggins	OKC	OKC vs. HOU	11/08/2024	W	30	8	3	9	33.3	2	3	66.7	0	0	-	1	4	5	5	1	1	0	1	14	27.5
Isaiah Joe	OKC	OKC vs. HOU	11/08/2024	W	24	14	5	10	50.0	3	8	37.5	1	1	100	0	6	6	1	0	0	0	5	17	22.7
