PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Jay Huff	MEM	MEM vs. POR	11/25/2024	W	20	12	4	9	44.4	2	4	50.0	2	4	50.0	0	4	4	0	1	1	1	2	8	21.8
Jake LaRavia	MEM	MEM vs. POR	11/25/2024	W	20	8	2	3	66.7	0	0	-	4	4	100	0	5	5	5	1	2	3	1	17	27.5
Jay Huff	MEM	MEM @ CHI	11/23/2024	W	19	14	5	6	83.3	3	3	100	1	2	50.0	1	4	5	1	1	1	0	1	5	27.5
Jaylen Wells	MEM	MEM @ CHI	11/23/2024	W	32	26	10	14	71.4	6	10	60.0	0	0	-	1	3	4	6	0	0	0	3	10	39.8
Scotty Pippen Jr.	MEM	MEM @ CHI	11/23/2024	W	31	30	13	16	81.3	3	6	50.0	1	1	100	0	2	2	10	0	0	4	2	-4	43.4
Jaren Jackson Jr.	MEM	MEM @ CHI	11/23/2024	W	26	23	7	15	46.7	3	7	42.9	6	8	75.0	2	2	4	4	1	2	1	3	4	41.8
Brandon Clarke	MEM	MEM @ CHI	11/23/2024	W	24	12	6	6	100	0	0	-	0	1	0.0	2	6	8	2	0	0	0	2	9	24.6
Desmond Bane	MEM	MEM @ CHI	11/23/2024	W	30	13	4	14	28.6	1	5	20.0	4	6	66.7	2	5	7	2	0	1	2	1	5	25.4
Jake LaRavia	MEM	MEM @ CHI	11/23/2024	W	18	2	1	6	16.7	0	2	0.0	0	0	-	1	3	4	6	0	0	1	2	2	14.8
Cam Spencer	MEM	MEM @ CHI	11/23/2024	W	12	2	1	1	100	0	0	-	0	0	-	0	1	1	0	0	0	0	2	10	3.2
Santi Aldama	MEM	MEM @ CHI	11/23/2024	W	24	10	4	10	40.0	1	4	25.0	1	2	50.0	3	7	10	5	2	0	3	2	12	32.5
Luke Kennard	MEM	MEM @ CHI	11/23/2024	W	24	10	4	8	50.0	2	5	40.0	0	0	-	1	3	4	2	1	0	0	0	2	20.8
Santi Aldama	MEM	MEM vs. PHI	11/20/2024	W	27	12	4	9	44.4	2	3	66.7	2	2	100	1	5	6	6	0	0	3	0	3	25.2
Brandon Clarke	MEM	MEM vs. PHI	11/20/2024	W	19	6	3	8	37.5	0	3	0.0	0	0	-	3	3	6	0	0	0	0	4	-12	13.2
Luke Kennard	MEM	MEM vs. PHI	11/20/2024	W	25	12	3	5	60.0	3	5	60.0	3	3	100	0	3	3	4	1	0	2	0	3	22.6
Jaren Jackson Jr.	MEM	MEM vs. PHI	11/20/2024	W	30	25	8	15	53.3	2	5	40.0	7	7	100	2	2	4	1	1	2	2	5	-6	38.3
Jaylen Wells	MEM	MEM vs. PHI	11/20/2024	W	29	14	5	8	62.5	2	4	50.0	2	2	100	0	2	2	1	1	0	3	0	2	17.9
