PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Evan Mobley	CLE	CLE vs. BKN	11/09/2024	W	35	23	10	11	90.9	1	1	100	2	5	40.0	3	13	16	1	4	1	4	1	8	54.7
Ty Jerome	CLE	CLE vs. BKN	11/09/2024	W	18	4	2	4	50.0	0	1	0.0	0	0	-	0	1	1	5	2	0	1	1	16	17.7
Georges Niang	CLE	CLE vs. BKN	11/09/2024	W	15	8	4	6	66.7	0	1	0.0	0	0	-	0	2	2	1	0	1	1	3	9	13.9
Caris LeVert	CLE	CLE vs. BKN	11/09/2024	W	31	12	6	11	54.5	0	4	0.0	0	0	-	0	2	2	6	1	2	1	2	19	31.4
Donovan Mitchell	CLE	CLE vs. BKN	11/09/2024	W	35	22	5	12	41.7	4	6	66.7	8	8	100	0	1	1	1	1	0	1	2	4	26.7
Sam Merrill	CLE	CLE vs. BKN	11/09/2024	W	20	6	2	4	50.0	2	4	50.0	0	0	-	0	2	2	2	1	0	0	2	2	14.4
Isaac Okoro	CLE	CLE vs. BKN	11/09/2024	W	15	3	1	5	20.0	0	3	0.0	1	2	50.0	0	1	1	1	0	0	0	1	-20	5.7
Dean Wade	CLE	CLE vs. BKN	11/09/2024	W	18	3	1	4	25.0	1	3	33.3	0	0	-	0	4	4	1	1	0	0	1	3	12.3
Darius Garland	CLE	CLE vs. BKN	11/09/2024	W	32	20	8	11	72.7	2	5	40.0	2	2	100	0	1	1	6	1	0	3	3	-2	30.2
Sam Merrill	CLE	CLE vs. GSW	11/08/2024	W	15	5	1	4	25.0	1	4	25.0	2	2	100	0	2	2	1	0	0	0	0	-3	8.9
Isaac Okoro	CLE	CLE vs. GSW	11/08/2024	W	27	16	6	10	60.0	4	6	66.7	0	0	-	1	0	1	4	0	1	0	2	32	26.2
Ty Jerome	CLE	CLE vs. GSW	11/08/2024	W	21	20	7	8	87.5	3	3	100	3	3	100	1	0	1	3	0	0	3	2	13	22.7
Caris LeVert	CLE	CLE vs. GSW	11/08/2024	W	21	8	2	5	40.0	2	3	66.7	2	2	100	2	5	7	4	3	1	1	0	16	33.4
Jarrett Allen	CLE	CLE vs. GSW	11/08/2024	W	30	13	5	7	71.4	0	0	-	3	5	60.0	4	8	12	3	0	1	3	1	30	31.9
Darius Garland	CLE	CLE vs. GSW	11/08/2024	W	30	27	9	17	52.9	6	11	54.5	3	4	75.0	0	3	3	6	3	0	4	0	30	44.6
Evan Mobley	CLE	CLE vs. GSW	11/08/2024	W	26	23	7	12	58.3	0	3	0.0	9	10	90.0	0	4	4	4	1	2	2	0	7	40.8
Georges Niang	CLE	CLE vs. GSW	11/08/2024	W	14	7	3	4	75.0	1	2	50.0	0	0	-	0	2	2	1	0	0	1	2	-12	9.9
Donovan Mitchell	CLE	CLE vs. GSW	11/08/2024	W	26	12	4	13	30.8	2	7	28.6	2	2	100	0	5	5	4	0	0	4	4	7	20.0
Dean Wade	CLE	CLE vs. GSW	11/08/2024	W	18	3	1	1	100	1	1	100	0	0	-	1	5	6	2	0	2	0	1	2	19.2
Caris LeVert	CLE	CLE @ NOP	11/06/2024	W	28	16	7	13	53.8	2	4	50.0	0	0	-	2	4	6	6	1	0	1	0	6	34.2
