PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Jaylen Brown	BOS	BOS @ ORL	12/23/2024	L	37	35	15	29	51.7	1	7	14.3	4	6	66.7	2	7	9	4	3	0	5	4	6	55.8
Jayson Tatum	BOS	BOS @ CHI	12/21/2024	W	36	43	16	24	66.7	9	15	60.0	2	2	100	1	14	15	10	0	0	4	2	13	72.0
Luke Kornet	BOS	BOS @ CHI	12/21/2024	W	19	4	2	6	33.3	0	0	-	0	0	-	5	3	8	3	0	0	0	1	10	18.1
Payton Pritchard	BOS	BOS @ CHI	12/21/2024	W	32	6	2	7	28.6	2	6	33.3	0	0	-	3	1	4	2	2	0	0	1	31	19.8
Derrick White	BOS	BOS @ CHI	12/21/2024	W	26	8	3	12	25.0	0	6	0.0	2	2	100	0	4	4	1	0	1	3	0	6	14.3
Al Horford	BOS	BOS @ CHI	12/21/2024	W	25	8	3	7	42.9	1	3	33.3	1	2	50.0	1	6	7	0	1	1	2	1	21	20.4
Jrue Holiday	BOS	BOS @ CHI	12/21/2024	W	29	7	3	5	60.0	1	3	33.3	0	0	-	2	4	6	1	2	0	0	3	14	21.7
Kristaps Porziņģis	BOS	BOS @ CHI	12/21/2024	W	30	22	8	15	53.3	2	6	33.3	4	4	100	1	6	7	2	2	2	1	4	14	44.4
Jaylen Brown	BOS	BOS @ CHI	12/21/2024	W	33	19	9	20	45.0	0	5	0.0	1	2	50.0	2	3	5	8	1	0	2	0	16	38.0
Kristaps Porziņģis	BOS	BOS vs. CHI	12/19/2024	L	36	20	7	17	41.2	2	7	28.6	4	4	100	2	6	8	0	0	3	0	2	-8	38.6
Jayson Tatum	BOS	BOS vs. CHI	12/19/2024	L	37	31	10	22	45.5	4	11	36.4	7	9	77.8	0	10	10	4	2	0	1	4	0	54.0
Derrick White	BOS	BOS vs. CHI	12/19/2024	L	36	16	5	14	35.7	3	12	25.0	3	3	100	1	7	8	4	1	2	0	1	-9	40.6
Al Horford	BOS	BOS vs. CHI	12/19/2024	L	22	2	1	4	25.0	0	2	0.0	0	0	-	3	2	5	2	0	2	0	2	-4	17.0
Jrue Holiday	BOS	BOS vs. CHI	12/19/2024	L	29	6	3	8	37.5	0	4	0.0	0	0	-	0	1	1	4	1	1	0	1	1	19.2
Jaylen Brown	BOS	BOS vs. CHI	12/19/2024	L	36	19	7	17	41.2	1	8	12.5	4	5	80.0	1	2	3	4	1	0	3	1	-19	28.6
Payton Pritchard	BOS	BOS vs. CHI	12/19/2024	L	30	14	5	12	41.7	4	10	40.0	0	0	-	4	2	6	3	1	0	0	1	-10	28.7
Jaden Springer	BOS	BOS vs. CHI	12/19/2024	L	13	0	0	2	0.0	0	1	0.0	0	0	-	0	4	4	0	0	0	0	1	-5	4.8
Derrick White	BOS	BOS @ WAS	12/15/2024	W	35	15	5	10	50.0	3	7	42.9	2	4	50.0	0	5	5	5	2	2	1	3	18	39.5
Jayson Tatum	BOS	BOS @ WAS	12/15/2024	W	35	28	12	26	46.2	2	9	22.2	2	2	100	1	11	12	2	0	0	4	4	4	41.4
Payton Pritchard	BOS	BOS @ WAS	12/15/2024	W	37	15	5	12	41.7	5	10	50.0	0	0	-	4	7	11	6	0	0	3	3	17	34.2
Sam Hauser	BOS	BOS @ WAS	12/15/2024	W	28	12	4	10	40.0	4	9	44.4	0	0	-	2	5	7	1	2	0	0	0	27	27.9
Neemias Queta	BOS	BOS @ WAS	12/15/2024	W	10	0	0	2	0.0	0	0	-	0	0	-	1	1	2	1	2	1	2	2	-4	10.9
Luke Kornet	BOS	BOS @ WAS	12/15/2024	W	27	7	1	3	33.3	0	0	-	5	8	62.5	5	6	11	4	0	1	1	0	20	28.2
Jaylen Brown	BOS	BOS @ WAS	12/15/2024	W	26	11	4	14	28.6	2	5	40.0	1	4	25.0	0	3	3	4	3	1	3	1	13	29.6
Kristaps Porziņģis	BOS	BOS @ WAS	12/15/2024	W	11	11	5	6	83.3	1	2	50.0	0	0	-	1	1	2	2	0	0	1	1	-2	15.4
Jrue Holiday	BOS	BOS @ WAS	12/15/2024	W	24	12	4	7	57.1	1	3	33.3	3	4	75.0	0	1	1	1	1	0	2	0	-2	15.7
Drew Peterson	BOS	BOS vs. DET	12/12/2024	W	19	5	1	3	33.3	0	2	0.0	3	3	100	1	2	3	2	0	0	1	2	12	10.6
Payton Pritchard	BOS	BOS vs. DET	12/12/2024	W	31	27	10	20	50.0	7	15	46.7	0	0	-	0	4	4	10	0	0	1	0	22	45.8
Neemias Queta	BOS	BOS vs. DET	12/12/2024	W	18	4	2	3	66.7	0	0	-	0	0	-	0	2	2	1	1	1	2	3	-6	11.9
Derrick White	BOS	BOS vs. DET	12/12/2024	W	31	23	7	13	53.8	7	12	58.3	2	2	100	1	1	2	4	2	1	2	0	14	38.4
Kristaps Porziņģis	BOS	BOS vs. DET	12/12/2024	W	30	19	8	18	44.4	2	7	28.6	1	2	50.0	0	8	8	2	1	2	1	0	23	39.6
Jordan Walsh	BOS	BOS vs. DET	12/12/2024	W	13	2	1	3	33.3	0	2	0.0	0	0	-	1	2	3	1	1	0	0	0	-5	10.1
Luke Kornet	BOS	BOS vs. DET	12/12/2024	W	13	12	5	5	100	0	0	-	2	3	66.7	2	5	7	1	0	0	0	1	16	21.9
Jaylen Brown	BOS	BOS vs. DET	12/12/2024	W	30	14	6	12	50.0	1	2	50.0	1	1	100	1	8	9	6	1	0	4	1	30	32.8
Jrue Holiday	BOS	BOS vs. DET	12/12/2024	W	25	12	4	8	50.0	2	4	50.0	2	2	100	2	5	7	6	0	0	1	1	17	28.4
Al Horford	BOS	BOS vs. DET	12/12/2024	W	20	2	1	3	33.3	0	2	0.0	0	0	-	0	6	6	1	0	0	0	1	6	10.7
Jaylen Brown	BOS	BOS vs. MEM	12/07/2024	L	35	22	10	14	71.4	2	3	66.7	0	1	0.0	1	2	3	6	1	0	5	3	-17	32.6
Jrue Holiday	BOS	BOS vs. MEM	12/07/2024	L	30	23	8	26	30.8	4	17	23.5	3	4	75.0	3	1	4	3	0	1	0	1	-12	35.3
Kristaps Porziņģis	BOS	BOS vs. MEM	12/07/2024	L	33	19	6	17	35.3	3	10	30.0	4	6	66.7	4	4	8	2	1	3	1	5	2	42.6
Derrick White	BOS	BOS vs. MEM	12/07/2024	L	38	10	3	9	33.3	2	7	28.6	2	2	100	1	5	6	3	3	2	3	0	-11	33.7
Jayson Tatum	BOS	BOS vs. MEM	12/07/2024	L	38	17	6	21	28.6	1	10	10.0	4	5	80.0	1	12	13	9	0	0	1	2	-3	45.1
Payton Pritchard	BOS	BOS vs. MEM	12/07/2024	L	30	22	7	12	58.3	6	11	54.5	2	4	50.0	2	4	6	2	1	0	1	1	8	34.2
Neemias Queta	BOS	BOS vs. MEM	12/07/2024	L	17	5	2	3	66.7	0	0	-	1	2	50.0	1	6	7	1	0	1	1	3	3	16.9
Sam Hauser	BOS	BOS vs. MIL	12/06/2024	W	24	16	6	10	60.0	4	8	50.0	0	0	-	1	2	3	1	1	1	0	2	-7	27.1
Jaylen Brown	BOS	BOS vs. MIL	12/06/2024	W	34	25	10	21	47.6	3	9	33.3	2	2	100	1	2	3	3	0	1	1	3	5	35.1
Jrue Holiday	BOS	BOS vs. MIL	12/06/2024	W	34	20	7	14	50.0	4	9	44.4	2	2	100	1	4	5	6	1	1	0	4	4	41.0
Al Horford	BOS	BOS vs. MIL	12/06/2024	W	36	8	3	8	37.5	2	7	28.6	0	0	-	0	9	9	3	0	2	2	3	4	27.3
Payton Pritchard	BOS	BOS vs. MIL	12/06/2024	W	24	0	0	3	0.0	0	2	0.0	0	0	-	1	2	3	2	0	0	0	1	-4	6.6
Neemias Queta	BOS	BOS vs. MIL	12/06/2024	W	12	2	1	1	100	0	0	-	0	0	-	1	1	2	0	0	1	0	1	2	7.4
Derrick White	BOS	BOS vs. MIL	12/06/2024	W	37	6	1	10	10.0	0	8	0.0	4	4	100	1	5	6	7	3	0	2	0	12	30.7
Jayson Tatum	BOS	BOS vs. MIL	12/06/2024	W	37	34	12	20	60.0	4	10	40.0	6	8	75.0	1	9	10	5	0	0	1	4	14	52.5
Sam Hauser	BOS	BOS vs. DET	12/04/2024	W	31	20	7	12	58.3	5	10	50.0	1	1	100	1	2	3	0	1	0	1	1	13	25.6
Al Horford	BOS	BOS vs. DET	12/04/2024	W	30	14	5	7	71.4	4	6	66.7	0	0	-	0	4	4	3	1	1	3	3	4	26.3
Derrick White	BOS	BOS vs. DET	12/04/2024	W	38	14	4	15	26.7	3	11	27.3	3	4	75.0	1	3	4	11	2	2	0	3	5	47.3
Luke Kornet	BOS	BOS vs. DET	12/04/2024	W	21	9	4	6	66.7	0	0	-	1	1	100	2	6	8	1	2	2	0	1	-4	32.1
Payton Pritchard	BOS	BOS vs. DET	12/04/2024	W	34	19	7	15	46.7	5	13	38.5	0	0	-	4	1	5	4	1	0	4	3	-1	30.0
Kristaps Porziņģis	BOS	BOS vs. DET	12/04/2024	W	29	26	8	17	47.1	3	7	42.9	7	8	87.5	4	5	9	2	0	2	2	3	16	43.8
Jaylen Brown	BOS	BOS vs. DET	12/04/2024	W	39	28	10	21	47.6	1	6	16.7	7	11	63.6	1	5	6	9	3	0	4	0	16	53.7
Drew Peterson	BOS	BOS vs. MIA	12/02/2024	W	26	7	2	5	40.0	2	5	40.0	1	2	50.0	2	5	7	1	0	0	0	1	0	16.9
Payton Pritchard	BOS	BOS vs. MIA	12/02/2024	W	33	25	10	17	58.8	5	12	41.7	0	0	-	1	4	5	4	2	1	1	1	16	45.0
Luke Kornet	BOS	BOS vs. MIA	12/02/2024	W	27	6	3	4	75.0	0	0	-	0	0	-	1	3	4	3	0	6	1	3	14	32.3
