PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Jonas Valančiūnas	WAS	WAS @ OKC	12/23/2024	L	29	12	6	12	50.0	0	1	0.0	0	0	-	4	12	16	1	2	2	2	1	-2	42.7
Malcolm Brogdon	WAS	WAS @ OKC	12/23/2024	L	26	12	5	12	41.7	1	3	33.3	1	1	100	1	5	6	5	0	0	1	0	-12	25.7
Marvin Bagley III	WAS	WAS @ OKC	12/23/2024	L	16	7	2	3	66.7	0	0	-	3	4	75.0	1	5	6	1	1	0	1	0	-15	17.7
Corey Kispert	WAS	WAS @ OKC	12/23/2024	L	26	8	3	9	33.3	2	6	33.3	0	0	-	1	2	3	3	0	0	1	4	-8	15.1
Bub Carrington	WAS	WAS @ OKC	12/23/2024	L	29	14	4	11	36.4	4	8	50.0	2	2	100	0	2	2	3	0	0	4	3	-6	16.9
Jordan Poole	WAS	WAS @ OKC	12/23/2024	L	38	31	9	20	45.0	5	12	41.7	8	10	80.0	1	2	3	7	2	1	4	3	-10	50.1
Kyshawn George	WAS	WAS @ OKC	12/23/2024	L	28	11	3	6	50.0	3	6	50.0	2	2	100	1	2	3	1	2	1	3	1	-21	22.1
Corey Kispert	WAS	WAS @ MIL	12/21/2024	L	26	16	5	8	62.5	3	5	60.0	3	3	100	0	2	2	1	0	1	0	1	-2	22.9
Jordan Poole	WAS	WAS @ MIL	12/21/2024	L	36	26	8	19	42.1	8	13	61.5	2	4	50.0	0	5	5	3	0	0	7	2	8	29.5
Justin Champagnie	WAS	WAS @ MIL	12/21/2024	L	17	3	1	3	33.3	1	3	33.3	0	0	-	2	4	6	0	1	0	2	0	-21	11.2
Bub Carrington	WAS	WAS @ MIL	12/21/2024	L	32	7	3	6	50.0	1	2	50.0	0	0	-	0	2	2	1	0	0	1	1	-4	9.9
Bilal Coulibaly	WAS	WAS @ MIL	12/21/2024	L	35	20	7	14	50.0	1	5	20.0	5	7	71.4	2	10	12	5	3	1	3	1	-4	50.9
Kyshawn George	WAS	WAS @ MIL	12/21/2024	L	23	7	3	7	42.9	1	4	25.0	0	0	-	1	3	4	1	1	1	1	3	0	18.3
Malcolm Brogdon	WAS	WAS @ MIL	12/21/2024	L	24	5	2	10	20.0	0	2	0.0	1	2	50.0	1	4	5	3	0	1	3	2	-21	15.5
Jonas Valančiūnas	WAS	WAS @ MIL	12/21/2024	L	15	6	3	7	42.9	0	2	0.0	0	0	-	2	4	6	3	0	0	1	0	-4	16.7
Alex Sarr	WAS	WAS @ MIL	12/21/2024	L	33	11	4	7	57.1	3	6	50.0	0	0	-	0	5	5	3	2	0	1	0	-7	26.5
Jordan Poole	WAS	WAS vs. CHA	12/19/2024	W	34	27	7	15	46.7	5	10	50.0	8	10	80.0	1	2	3	4	2	2	2	5	3	46.6
Justin Champagnie	WAS	WAS vs. CHA	12/19/2024	W	27	14	5	7	71.4	1	3	33.3	3	3	100	4	4	8	2	0	0	2	1	3	24.6
Bilal Coulibaly	WAS	WAS vs. CHA	12/19/2024	W	35	14	5	13	38.5	2	7	28.6	2	2	100	1	6	7	5	2	1	3	3	-1	35.9
Alex Sarr	WAS	WAS vs. CHA	12/19/2024	W	33	19	6	13	46.2	3	6	50.0	4	8	50.0	2	7	9	5	0	3	3	1	4	43.3
Jonas Valančiūnas	WAS	WAS vs. CHA	12/19/2024	W	15	6	3	6	50.0	0	1	0.0	0	0	-	0	8	8	4	0	0	0	0	5	21.6
Malcolm Brogdon	WAS	WAS vs. CHA	12/19/2024	W	27	25	8	13	61.5	3	5	60.0	6	6	100	1	0	1	6	1	0	2	1	14	36.2
Corey Kispert	WAS	WAS vs. CHA	12/19/2024	W	19	13	5	8	62.5	3	5	60.0	0	0	-	0	4	4	2	0	1	2	1	5	21.8
Bub Carrington	WAS	WAS vs. CHA	12/19/2024	W	34	2	1	4	25.0	0	2	0.0	0	0	-	2	7	9	4	0	0	2	4	3	16.8
Kyshawn George	WAS	WAS vs. CHA	12/19/2024	W	17	3	1	4	25.0	0	3	0.0	1	2	50.0	1	2	3	1	0	1	2	2	9	9.1
Anthony Gill	WAS	WAS vs. BOS	12/15/2024	L	11	4	2	4	50.0	0	1	0.0	0	0	-	0	2	2	0	0	0	0	1	-11	6.4
Bub Carrington	WAS	WAS vs. BOS	12/15/2024	L	40	11	4	9	44.4	3	5	60.0	0	0	-	2	8	10	2	1	0	3	2	-15	26.0
Marvin Bagley III	WAS	WAS vs. BOS	12/15/2024	L	11	2	1	5	20.0	0	0	-	0	2	0.0	5	1	6	0	1	0	0	1	-3	12.2
Johnny Davis	WAS	WAS vs. BOS	12/15/2024	L	13	5	2	5	40.0	0	1	0.0	1	2	50.0	1	0	1	1	1	2	0	1	-22	16.7
Bilal Coulibaly	WAS	WAS vs. BOS	12/15/2024	L	37	19	8	20	40.0	3	8	37.5	0	0	-	1	4	5	6	1	0	4	4	-3	33.0
Jordan Poole	WAS	WAS vs. BOS	12/15/2024	L	36	21	8	19	42.1	3	11	27.3	2	2	100	0	3	3	7	2	0	3	5	6	38.1
Justin Champagnie	WAS	WAS vs. BOS	12/15/2024	L	39	13	5	11	45.5	1	5	20.0	2	2	100	5	9	14	3	3	2	0	2	0	49.3
Alex Sarr	WAS	WAS vs. BOS	12/15/2024	L	28	14	6	18	33.3	2	6	33.3	0	0	-	2	4	6	1	0	2	3	6	10	25.7
Jared Butler	WAS	WAS vs. BOS	12/15/2024	L	14	7	3	4	75.0	1	1	100	0	0	-	1	2	3	0	1	0	2	2	-10	11.6
Jordan Poole	WAS	WAS @ CLE	12/13/2024	L	36	17	6	15	40.0	2	8	25.0	3	3	100	1	4	5	6	3	1	7	5	-9	37.0
Bilal Coulibaly	WAS	WAS @ CLE	12/13/2024	L	40	27	10	18	55.6	5	8	62.5	2	2	100	0	6	6	5	0	2	3	1	-8	44.7
Bub Carrington	WAS	WAS @ CLE	12/13/2024	L	28	2	1	6	16.7	0	4	0.0	0	0	-	1	6	7	3	0	1	1	5	-20	16.9
Johnny Davis	WAS	WAS @ CLE	12/13/2024	L	27	8	3	8	37.5	2	5	40.0	0	0	-	0	5	5	2	2	1	0	2	0	26.0
Justin Champagnie	WAS	WAS @ CLE	12/13/2024	L	36	16	7	13	53.8	2	7	28.6	0	2	0.0	2	6	8	1	1	1	0	3	1	33.1
Jared Butler	WAS	WAS @ CLE	12/13/2024	L	18	7	3	6	50.0	1	2	50.0	0	0	-	0	1	1	3	0	0	1	2	-2	11.7
Jonas Valančiūnas	WAS	WAS @ CLE	12/13/2024	L	17	8	3	6	50.0	0	0	-	2	2	100	0	4	4	2	0	0	3	3	-5	12.8
Alex Sarr	WAS	WAS @ CLE	12/13/2024	L	27	14	6	10	60.0	2	4	50.0	0	0	-	2	5	7	2	1	1	1	4	-2	30.4
Jared Butler	WAS	WAS vs. MEM	12/08/2024	L	26	14	6	14	42.9	1	6	16.7	1	1	100	2	3	5	7	0	0	3	4	-11	27.5
Anthony Gill	WAS	WAS vs. MEM	12/08/2024	L	22	2	0	4	0.0	0	1	0.0	2	2	100	1	3	4	1	1	0	2	4	-13	9.3
Justin Champagnie	WAS	WAS vs. MEM	12/08/2024	L	34	14	6	12	50.0	2	4	50.0	0	0	-	2	6	8	0	5	0	2	4	-12	36.6
Bub Carrington	WAS	WAS vs. MEM	12/08/2024	L	33	7	3	12	25.0	1	7	14.3	0	0	-	0	5	5	2	1	0	3	3	-21	16.0
Bilal Coulibaly	WAS	WAS vs. MEM	12/08/2024	L	28	17	6	13	46.2	1	4	25.0	4	5	80.0	1	4	5	4	1	1	3	5	-22	32.0
Jordan Poole	WAS	WAS vs. MEM	12/08/2024	L	29	9	2	6	33.3	1	4	25.0	4	4	100	0	1	1	2	0	0	2	2	-28	11.2
Jonas Valančiūnas	WAS	WAS vs. MEM	12/08/2024	L	23	20	8	17	47.1	0	1	0.0	4	4	100	7	7	14	2	0	1	3	0	-22	39.8
Johnny Davis	WAS	WAS vs. MEM	12/08/2024	L	20	9	3	7	42.9	0	3	0.0	3	4	75.0	2	1	3	0	2	0	2	1	-5	16.6
Marvin Bagley III	WAS	WAS vs. MEM	12/08/2024	L	25	20	9	15	60.0	0	2	0.0	2	2	100	5	2	7	2	0	3	1	2	-6	39.4
Bilal Coulibaly	WAS	WAS vs. DEN	12/07/2024	W	40	6	2	9	22.2	0	3	0.0	2	2	100	4	2	6	5	4	3	0	1	8	41.7
Justin Champagnie	WAS	WAS vs. DEN	12/07/2024	W	37	23	9	13	69.2	2	4	50.0	3	5	60.0	5	3	8	1	2	2	2	3	3	44.1
Jordan Poole	WAS	WAS vs. DEN	12/07/2024	W	40	39	12	26	46.2	9	20	45.0	6	7	85.7	0	5	5	8	0	0	6	2	8	51.0
Jonas Valančiūnas	WAS	WAS vs. DEN	12/07/2024	W	32	20	8	15	53.3	0	1	0.0	4	4	100	3	9	12	5	0	5	5	3	-1	51.9
Bub Carrington	WAS	WAS vs. DEN	12/07/2024	W	34	10	4	13	30.8	2	8	25.0	0	0	-	1	3	4	6	0	0	0	3	-3	23.8
Johnny Davis	WAS	WAS vs. DEN	12/07/2024	W	13	7	3	4	75.0	1	1	100	0	0	-	0	3	3	1	2	1	1	2	12	20.1
Anthony Gill	WAS	WAS vs. DEN	12/07/2024	W	11	5	2	3	66.7	0	0	-	1	2	50.0	1	3	4	0	0	0	1	2	6	8.8
Jared Butler	WAS	WAS vs. DEN	12/07/2024	W	17	12	5	9	55.6	2	4	50.0	0	0	-	0	2	2	4	0	0	2	1	4	18.4
Marvin Bagley III	WAS	WAS vs. DEN	12/07/2024	W	16	0	0	1	0.0	0	0	-	0	2	0.0	1	1	2	1	1	1	0	4	8	9.9
Bilal Coulibaly	WAS	WAS vs. DAL	12/05/2024	L	29	4	0	10	0.0	0	5	0.0	4	4	100	0	4	4	4	3	0	4	3	-18	19.8
Jared Butler	WAS	WAS vs. DAL	12/05/2024	L	19	5	2	10	20.0	1	4	25.0	0	0	-	0	0	0	5	0	0	0	1	-18	12.5
