PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Kentavious Caldwell-Pope	ORL	ORL vs. CHI	11/27/2024	W	34	24	8	13	61.5	6	10	60.0	2	2	100	0	1	1	2	4	0	1	2	18	39.2
Jonathan Isaac	ORL	ORL vs. CHI	11/27/2024	W	22	4	1	5	20.0	0	2	0.0	2	2	100	1	5	6	1	1	3	0	0	11	24.7
Moritz Wagner	ORL	ORL vs. CHI	11/27/2024	W	18	15	6	9	66.7	1	2	50.0	2	3	66.7	2	2	4	4	0	1	0	2	1	28.8
Franz Wagner	ORL	ORL vs. CHI	11/27/2024	W	31	21	7	20	35.0	1	6	16.7	6	6	100	1	2	3	6	2	1	3	3	19	39.6
Jalen Suggs	ORL	ORL vs. CHI	11/27/2024	W	32	31	10	18	55.6	4	9	44.4	7	7	100	1	2	3	7	0	0	2	2	20	43.1
Cole Anthony	ORL	ORL vs. CHI	11/27/2024	W	11	9	3	6	50.0	1	3	33.3	2	2	100	0	1	1	1	0	0	1	2	-7	10.7
Goga Bitadze	ORL	ORL vs. CHI	11/27/2024	W	25	11	4	4	100	0	0	-	3	4	75.0	2	9	11	3	2	2	1	1	21	39.7
Wendell Carter Jr.	ORL	ORL vs. CHI	11/27/2024	W	18	4	2	5	40.0	0	3	0.0	0	0	-	0	4	4	2	1	1	1	0	10	16.8
Anthony Black	ORL	ORL vs. CHI	11/27/2024	W	15	4	2	4	50.0	0	0	-	0	0	-	0	3	3	3	0	0	1	2	2	11.1
Tristan da Silva	ORL	ORL vs. CHI	11/27/2024	W	19	8	3	5	60.0	2	3	66.7	0	0	-	0	3	3	1	0	0	0	0	-1	13.1
Jonathan Isaac	ORL	ORL @ CHA	11/25/2024	W	22	11	4	14	28.6	3	10	30.0	0	0	-	3	3	6	0	1	2	0	4	5	27.2
Moritz Wagner	ORL	ORL @ CHA	11/25/2024	W	26	16	7	10	70.0	1	2	50.0	1	4	25.0	5	3	8	2	1	0	2	2	15	29.6
Cole Anthony	ORL	ORL @ CHA	11/25/2024	W	27	16	6	12	50.0	2	4	50.0	2	3	66.7	1	7	8	4	0	0	1	4	15	30.6
Franz Wagner	ORL	ORL @ CHA	11/25/2024	W	40	21	8	17	47.1	2	6	33.3	3	6	50.0	0	1	1	7	4	2	1	3	13	49.7
Jett Howard	ORL	ORL @ CHA	11/25/2024	W	23	0	0	4	0.0	0	4	0.0	0	0	-	0	2	2	2	0	0	0	1	16	5.4
Kentavious Caldwell-Pope	ORL	ORL @ CHA	11/25/2024	W	29	3	1	4	25.0	0	2	0.0	1	2	50.0	1	3	4	2	1	1	1	1	-2	15.8
Goga Bitadze	ORL	ORL @ CHA	11/25/2024	W	22	6	3	6	50.0	0	0	-	0	0	-	2	2	4	2	1	1	1	1	-4	18.8
Anthony Black	ORL	ORL @ CHA	11/25/2024	W	22	10	3	13	23.1	2	9	22.2	2	2	100	0	3	3	1	3	0	1	3	0	23.1
Tristan da Silva	ORL	ORL @ CHA	11/25/2024	W	21	9	4	13	30.8	1	8	12.5	0	0	-	1	2	3	1	1	0	0	1	0	17.1
Kentavious Caldwell-Pope	ORL	ORL vs. DET	11/23/2024	W	24	8	3	6	50.0	1	4	25.0	1	1	100	0	0	0	2	1	2	1	1	16	19.0
Goga Bitadze	ORL	ORL vs. DET	11/23/2024	W	18	8	4	5	80.0	0	1	0.0	0	0	-	0	1	1	1	1	3	2	3	7	20.7
Franz Wagner	ORL	ORL vs. DET	11/23/2024	W	29	30	11	22	50.0	4	9	44.4	4	4	100	3	6	9	8	2	0	4	3	16	54.8
Tristan da Silva	ORL	ORL vs. DET	11/23/2024	W	26	8	3	7	42.9	2	4	50.0	0	0	-	2	4	6	1	0	0	0	3	-2	16.7
Gary Harris	ORL	ORL vs. DET	11/23/2024	W	18	7	2	3	66.7	1	2	50.0	2	3	66.7	1	1	2	0	3	0	0	2	3	18.4
Jonathan Isaac	ORL	ORL vs. DET	11/23/2024	W	23	5	1	6	16.7	0	2	0.0	3	4	75.0	3	9	12	0	2	3	0	1	11	34.4
Moritz Wagner	ORL	ORL vs. DET	11/23/2024	W	28	18	7	11	63.6	1	4	25.0	3	4	75.0	4	3	7	5	1	0	1	2	6	35.9
Anthony Black	ORL	ORL vs. DET	11/23/2024	W	32	11	3	8	37.5	1	3	33.3	4	4	100	0	1	1	5	2	0	4	2	16	21.7
Jett Howard	ORL	ORL vs. DET	11/23/2024	W	15	10	4	8	50.0	2	5	40.0	0	0	-	3	1	4	0	0	0	0	1	3	14.8
