PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
LaMelo Ball	CHA	CHA vs. BOS	11/01/2024	L	31	31	12	25	48.0	5	14	35.7	2	3	66.7	0	2	2	4	1	0	4	6	-17	38.4
Miles Bridges	CHA	CHA vs. BOS	11/01/2024	L	31	14	5	16	31.3	2	10	20.0	2	3	66.7	0	7	7	3	1	0	1	1	-12	28.9
Tre Mann	CHA	CHA vs. BOS	11/01/2024	L	30	23	10	18	55.6	3	6	50.0	0	0	-	1	3	4	5	0	1	3	0	-12	35.3
Grant Williams	CHA	CHA vs. TOR	10/30/2024	W	23	17	5	6	83.3	3	4	75.0	4	4	100	1	1	2	5	2	0	2	4	21	30.9
Nick Richards	CHA	CHA vs. TOR	10/30/2024	W	33	24	10	14	71.4	0	0	-	4	7	57.1	7	7	14	4	1	4	1	3	-15	60.8
Seth Curry	CHA	CHA vs. TOR	10/30/2024	W	27	7	2	4	50.0	1	2	50.0	2	2	100	2	0	2	1	0	0	2	0	-10	8.9
Miles Bridges	CHA	CHA vs. TOR	10/30/2024	W	24	7	2	11	18.2	1	7	14.3	2	2	100	0	3	3	2	0	1	2	0	-12	14.6
Cody Martin	CHA	CHA vs. TOR	10/30/2024	W	25	25	9	11	81.8	4	6	66.7	3	4	75.0	1	3	4	2	1	0	0	4	1	35.8
LaMelo Ball	CHA	CHA vs. TOR	10/30/2024	W	32	19	7	20	35.0	4	12	33.3	1	1	100	0	3	3	6	2	0	6	4	8	31.6
Josh Green	CHA	CHA vs. TOR	10/30/2024	W	22	9	3	6	50.0	3	4	75.0	0	0	-	1	1	2	3	0	2	0	3	-2	21.9
Tre Mann	CHA	CHA vs. TOR	10/30/2024	W	28	27	10	19	52.6	4	8	50.0	3	3	100	0	1	1	4	2	1	2	5	0	41.2
Tidjane Salaün	CHA	CHA vs. TOR	10/30/2024	W	16	3	1	3	33.3	0	2	0.0	1	2	50.0	1	2	3	3	1	0	0	0	11	14.1
Miles Bridges	CHA	CHA vs. MIA	10/26/2024	L	35	16	6	14	42.9	2	6	33.3	2	4	50.0	2	7	9	2	0	1	2	2	0	30.8
Cody Martin	CHA	CHA vs. MIA	10/26/2024	L	27	10	4	9	44.4	2	6	33.3	0	0	-	2	1	3	2	1	1	2	4	3	20.6
Grant Williams	CHA	CHA vs. MIA	10/26/2024	L	19	7	2	7	28.6	2	5	40.0	1	2	50.0	1	1	2	1	1	0	2	0	-10	11.9
LaMelo Ball	CHA	CHA vs. MIA	10/26/2024	L	37	27	9	22	40.9	2	10	20.0	7	8	87.5	2	6	8	7	1	0	5	5	-3	45.1
Tre Mann	CHA	CHA vs. MIA	10/26/2024	L	32	14	5	11	45.5	2	5	40.0	2	2	100	0	5	5	4	1	0	1	2	-15	28.0
Seth Curry	CHA	CHA vs. MIA	10/26/2024	L	29	15	6	12	50.0	3	6	50.0	0	0	-	2	2	4	2	0	0	0	3	6	22.8
